estado;clube_canonical;cidade;latitude;longitude;estadio
rio_de_janeiro;Goytacaz Futebol Clube;Campos dos Goytacazes;-21.7627;-41.3275;Estádio Ary de Oliveira e Souza
rio_de_janeiro;Império Serrano;Rio de Janeiro;-22.9068;-43.1729;
rio_de_janeiro;Independente Esporte Clube;Macaé;-22.375;-41.785;Estádio Cláudio Moacyr de Azevedo
rio_de_janeiro;Itaboraí Profute Futebol Clube;Itaboraí;-22.7475;-42.8553;Estádio Municipal Alziro de Almeida
rio_de_janeiro;Juventus Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Luso-Brasileiro
rio_de_janeiro;Macaé Esporte Futebol Clube;Macaé;-22.3756;-41.7833;Estádio Cláudio Moacyr de Azevedo
rio_de_janeiro;Madureira Esporte Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Aniceto Moscoso
rio_de_janeiro;Mageense Futebol Clube;Magé;-22.6536;-43.0433;Estádio Municipal de Magé
rio_de_janeiro;Maricá Futebol Clube;Maricá;-22.9225;-42.8186;Estádio Municipal João Saldanha
rio_de_janeiro;Mesquita Futebol Clube;Mesquita;-22.7811;-43.4358;Estádio Giulite Coutinho
rio_de_janeiro;Niterói Futebol Clube;Niterói;-22.8833;-43.1036;Estádio Municipal de Niterói
rio_de_janeiro;Nova Cidade Futebol Clube;Nilópolis;-22.8075;-43.4111;Estádio Joaquim Flores
rio_de_janeiro;Nova Iguaçu Futebol Clube;Nova Iguaçu;-22.7553;-43.4508;Estádio Jânio Moraes
rio_de_janeiro;Olaria Atlético Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Mourão Filho
rio_de_janeiro;Paduano Esporte Clube;Santo Antônio de Pádua;-21.5375;-42.1833;Estádio Waldo Carneiro Xavier
rio_de_janeiro;Paraty Esporte Clube;Paraty;-23.2203;-44.7131;Estádio Municipal de Paraty
rio_de_janeiro;Paraíba do Sul Futebol Clube;Paraíba do Sul;-22.1583;-43.2936;Estádio Marcelo Crivella
rio_de_janeiro;Petrópolis Futebol Clube;São Gonçalo;-22.8214;-43.0503;Estádio Atílio Marotti
rio_de_janeiro;Queimados Futebol Clube;Queimados;-22.7167;-43.5556;Estádio Nivaldo Pereira
rio_de_janeiro;Resende Futebol Clube;Resende;-22.4683;-44.4517;Estádio do Trabalhador
rio_de_janeiro;Rio São Paulo Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Eduardo Guinle
rio_de_janeiro;Rio de Janeiro Esporte Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Giulite Coutinho
rio_de_janeiro;Sampaio Corrêa Futebol e Esporte;Saquarema;-22.9244;-42.5075;Estádio Elcyr Resende de Mendonça
rio_de_janeiro;Santa Cruz Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Giulite Coutinho
rio_de_janeiro;Serra Macaense Futebol Clube;Macaé;-22.3756;-41.7833;Estádio Cláudio Moacyr de Azevedo
rio_de_janeiro;Serrano Football Club;Petrópolis;-22.505;-43.1789;Estádio Atílio Marotti
rio_de_janeiro;Sociedade Esportiva Barra da Tijuca;Rio de Janeiro;-22.9068;-43.1729;Estádio Moça Bonita
rio_de_janeiro;Sociedade Esportiva Belford Roxo;Belford Roxo;-22.7614;-43.4039;Estádio Nélio Gomes
rio_de_janeiro;Sociedade Esportiva Búzios;Armação dos Búzios;-22.7475;-41.8833;Estádio Municipal de Búzios
rio_de_janeiro;São Cristóvão de Futebol e Regatas;Rio de Janeiro;-22.9068;-43.1729;Estádio Figueira de Melo
rio_de_janeiro;São Gonçalo Esporte Clube;São Gonçalo;-22.8222;-43.0533;Estádio Municipal Alziro de Almeida
rio_de_janeiro;São José Esporte Clube;Itaperuna;-21.2058;-41.8886;Estádio Jair Bittencourt
rio_de_janeiro;UNIÃO CENTRAL;Rio de Janeiro;-22.9068;-43.1729;Estádio Luso-Brasileiro
rio_de_janeiro;Uni Souza Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Moça Bonita
rio_de_janeiro;Vera Cruz Futebol Clube;Duque de Caxias;-22.7833;-43.3167;Estádio Marrentão
rio_de_janeiro;Volta Redonda Futebol Clube;Volta Redonda;-22.5181;-44.1014;Estádio Raulino de Oliveira
rio_de_janeiro;Zinza Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Luso-Brasileiro
rio_grande_do_norte;ABC Futebol Clube;Natal;-5.7945;-35.211;Estádio Maria Lamas Farache
rio_grande_do_norte;Alecrim Futebol Clube;Natal;-5.7945;-35.211;Arena das Dunas
rio_grande_do_norte;América Futebol Clube;Natal;-5.7945;-35.211;Arena das Dunas
rio_grande_do_norte;Associação Cultural e Desportiva Baraúnas;Mossoró;-5.1875;-37.3442;Estádio Leonardo Nogueira
rio_grande_do_norte;Associação Cultural e Desportiva Potiguar;Mossoró;-5.18833;-37.3478;Estádio Nogueirão
rio_grande_do_norte;Associação Sportiva Sociedade Unida;Assu;-5.5814;-36.9133;Estádio Edgarzão
rio_grande_do_norte;Força e Luz;Natal;-5.79448;-35.211;Arena das Dunas
rio_grande_do_norte;Globo;Ceará-Mirim;-5.63583;-35.4236;Barretão
rio_grande_do_norte;Laguna;Natal;-5.79448;-35.211;Arena das Dunas
rio_grande_do_norte;Mossoró;Mossoró;-5.1875;-37.3442;Estádio Nogueirão
rio_grande_do_norte;Palmeira de Goianinha;Goianinha;-6.26667;-35.2083;Estádio Nazarenão
rio_grande_do_norte;Parnamirim;Parnamirim;-5.91083;-35.2608;Estádio Tenente Luiz Gonzaga
rio_grande_do_norte;Potyguar Seridoense;Currais Novos;-6.2575;-36.5136;Estádio Coronel José Bezerra
rio_grande_do_norte;Potyguar de Currais Novos;Natal;-5.79448;-35.211;Estádio Juvenal Lamartine
rio_grande_do_norte;QFC;Natal;-5.79448;-35.211;Arena das Dunas
rio_grande_do_norte;Riachuelo Atlético Clube;Riachuelo;-5.8256;-35.8256;Estádio Municipal de Riachuelo
rio_grande_do_norte;Santa Cruz de Natal;Natal;-5.79448;-35.211;Arena das Dunas
rio_grande_do_norte;Sport Club Rio Grande;Natal;-5.79448;-35.211;Estádio Juvenal Lamartine
rio_grande_do_norte;Univap Apodi;Apodi;-5.6625;-37.7975;Estádio Antônio Lopes Filho
rio_grande_do_norte;Visão Celeste;Parnamirim;-5.9108;-35.2633;Estádio Tenente Luiz Gonzaga
rio_grande_do_sul;12 Horas;Porto Alegre;-30.0346;-51.2177;Estádio Passo d'Areia
rio_grande_do_sul;Aimoré;São Leopoldo;-29.7573;-51.1467;Estádio Cristo Rei
rio_grande_do_sul;Apafut;Caxias do Sul;-29.1678;-51.1794;Estádio Centenário
rio_grande_do_sul;Associação Esportiva São Borja;São Borja;-28.6556;-56.0017;Estádio Vicente Goulart
rio_grande_do_sul;Associação Nova Prata de Esportes;Nova Prata;-28.7811;-51.6089;Estádio Municipal Mario Cini
rio_grande_do_sul;Atlético de Carazinho;Carazinho;-28.2464;-52.7853;Estádio Paulo Coutinho
rio_grande_do_sul;Clube 1992;Cachoeirinha;-29.9514;-51.0925;Arena Cruzeiro
rio_grande_do_sul;Clube Esportivo Lajeadense;Lajeado;-29.4673;-51.9711;Arena Alviazul
rio_grande_do_sul;Clube Esportivo de Bento Gonçalves;Bento Gonçalves;-29.1673;-51.5133;Estádio Montanha dos Vinhedos
rio_grande_do_sul;Elite Clube Desportivo;Santo Ângelo;-28.3015;-54.2636;Estádio Zona Sul
rio_grande_do_sul;Esporte Clube Avenida;Santa Cruz do Sul;-29.7175;-52.4353;Estádio dos Eucaliptos
rio_grande_do_sul;Esporte Clube Cruzeiro;Cachoeirinha;-29.9514;-51.0925;Arena Cruzeiro
rio_grande_do_sul;Esporte Clube Gramadense;Gramado;-29.3758;-50.8766;Estádio Vila Olímpica
rio_grande_do_sul;Esporte Clube Guarani;Venâncio Aires;-29.6083;-52.1817;Estádio Edmundo Feix
rio_grande_do_sul;Esporte Clube Guarany;Bagé;-31.3308;-54.1072;Estádio Estrela D'Alva
rio_grande_do_sul;Esporte Clube Igrejinha;Igrejinha;-29.5714;-50.7936;Estádio Alberto Carlos Schwingel
rio_grande_do_sul;Esporte Clube Juventude;Caxias do Sul;-29.1678;-51.1784;Estádio Alfredo Jaconi
rio_grande_do_sul;Esporte Clube Novo Hamburgo;Novo Hamburgo;-29.6844;-51.1325;Estádio do Vale
rio_grande_do_sul;Esporte Clube Passo Fundo;Passo Fundo;-28.2628;-52.4076;Estádio Vermelhão da Serra
rio_grande_do_sul;Esporte Clube Pelotas;Pelotas;-31.7654;-52.3376;Estádio Boca do Lobo
rio_grande_do_sul;Esporte Clube Riograndense;Santa Maria;-29.6842;-53.8069;Estádio dos Eucaliptos
rio_grande_do_sul;Esporte Clube Riopardense;Rio Pardo;-29.9825;-52.3811;Estádio Amaro Cassep
rio_grande_do_sul;Esporte Clube Santo Ângelo;Santo Ângelo;-28.3014;-54.2636;Estádio da Zona Sul
rio_grande_do_sul;Esporte Clube São Gabriel;São Gabriel;-30.3333;-54.3167;Estádio Sílvio de Faria Corrêa
rio_grande_do_sul;Esporte Clube São José;Porto Alegre;-30.0346;-51.2177;Estádio Francisco Novelletto Neto
rio_grande_do_sul;Esporte Clube São Luiz;Ijuí;-28.3911;-53.9153;Estádio 19 de Outubro
rio_grande_do_sul;Futebol Clube Santa Cruz;Santa Cruz do Sul;-29.7175;-52.4333;Estádio dos Plátanos
rio_grande_do_sul;Futebol Clube Sapucaiense;Sapucaia do Sul;-29.8275;-51.1517;Estádio Arthur Mesquita Dias
rio_grande_do_sul;Futebol Com Vida SAF;Viamão;-30.0817;-51.0256;Estádio Antônio Vieira Ramos
rio_grande_do_sul;Garibaldi Esporte Clube;Garibaldi;-29.2553;-51.5336;Estádio Alcides Santa Rosa
rio_grande_do_sul;Grêmio Atlético Farroupilha;Pelotas;-31.7654;-52.3376;Estádio Nicolau Fico
rio_grande_do_sul;Grêmio Esportivo Bagé;Bagé;-31.3317;-54.1068;Estádio Pedra Moura
rio_grande_do_sul;Grêmio Esportivo Brasil;Pelotas;-31.7654;-52.3376;Estádio Bento Freitas
rio_grande_do_sul;Grêmio Esportivo Glória;Vacaria;-28.5086;-50.9356;Estádio Altos da Glória
rio_grande_do_sul;Grêmio Foot-Ball Porto Alegrense;Porto Alegre;-30.0346;-51.2177;Arena do Grêmio
rio_grande_do_sul;Inter de Santa Maria;Santa Maria;-29.6842;-53.8069;Estádio Presidente Vargas
rio_grande_do_sul;Monsoon Futebol Clube;Capão da Canoa;-29.7577;-50.0184;Estádio Francisco Novelletto
rio_grande_do_sul;Novo Horizonte Futebol Clube;Esteio;-29.8575;-51.1783;Estádio Municipal José Cláudio dos Santos
rio_grande_do_sul;PRS Futebol Clube;Passo Fundo;-28.2628;-52.4076;Estádio Vermelhão da Serra
rio_grande_do_sul;Real Sport Club;Capão da Canoa;-29.7447;-50.0236;Estádio Módulo Esportivo
rio_grande_do_sul;Sociedade Esportiva e Recreativa Brasil;Farroupilha;-29.2286;-51.3536;Estádio das Castanheiras
rio_grande_do_sul;Sociedade Esportiva e Recreativa Caxias do Sul;Caxias do Sul;-29.1678;-51.1794;Estádio Centenário
rio_grande_do_sul;Sociedade Esportiva e Recreativa Cruz Alta;Cruz Alta;-28.6389;-53.6067;Estádio Morro dos Ventos
rio_grande_do_sul;Sport Club Gaúcho;Passo Fundo;-28.2628;-52.4076;Arena BSBios
rio_grande_do_sul;Sport Club Internacional;Porto Alegre;-30.0346;-51.2177;Estádio Beira-Rio
rio_grande_do_sul;Sport Club Marau;Marau;-28.4489;-52.1917;Estádio Carlos Renato Bebber
rio_grande_do_sul;Sport Club Rio Grande;Rio Grande;-32.035;-52.0986;Estádio Arthur Lawson
rio_grande_do_sul;Sport Club São Paulo;Rio Grande;-32.035;-52.0986;Estádio Aldo Dapuzzo
rio_grande_do_sul;Três Passos Atlético Clube;Três Passos;-27.4658;-53.9358;Estádio Luiz de Medeiros
rio_grande_do_sul;União Frederiquense de Futebol;Frederico Westphalen;-27.3553;-53.3964;Arena União
rio_grande_do_sul;União Harmonia Futebol Clube;Canoas;-29.9191;-51.1892;Complexo Esportivo da Ulbra
rio_grande_do_sul;Ypiranga de Erechim;Erechim;-27.6333;-52.2667;Estádio Olímpico Colosso da Lagoa
rondonia;Associação Desportiva Guaporé;Rolim de Moura;-11.7256;-61.7736;Estádio Ângelo Cassol
rondonia;Barcelona Futebol Clube;Vilhena;-12.7414;-60.1458;Estádio Portal da Amazônia
rondonia;Guajará Esporte Clube;Guajará-Mirim;-10.7833;-65.3333;Estádio João Saldanha
rondonia;Ji-Paraná Futebol Clube;Ji-Paraná;-10.8803;-61.9447;Estádio Municipal José de Abreu Bianco
rondonia;Porto Velho Esporte Clube;Porto Velho;-8.7619;-63.9039;Estádio Aluízio Ferreira
rondonia;Real Ariquemes Esporte Clube;Ariquemes;-9.9053;-63.0325;Estádio Gentil Valério
rondonia;Rolim de Moura Esporte Clube;Rolim de Moura;-11.7258;-61.7758;Estádio Ângelo Cassol
rondonia;Rondoniense Social Clube;Porto Velho;-8.7619;-63.9039;Estádio Aluízio Ferreira
rondonia;Sociedade Esportiva Pimentense;Pimenta Bueno;-11.6725;-61.1936;Estádio Municipal Luiz Alves de Ataíde
rondonia;Sociedade Esportiva União Cacoalense;Cacoal;-11.4367;-61.4475;Estádio Aglair Tonelli Nogueira
rondonia;Sport Club Genus de Porto Velho;Porto Velho;-8.7619;-63.9039;Estádio Aluízio Ferreira
rondonia;Vilhena Esporte Clube;Vilhena;-12.7414;-60.1458;Estádio Portal da Amazônia
rondonia;Vilhenense Esportivo Clube;Vilhena;-12.7414;-60.1458;Estádio Portal da Amazônia
roraima;Atlético Monte Roraima;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
roraima;Atlético Rio Negro Clube;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
roraima;Atlético Roraima Clube;Boa Vista;2.8235;-60.6758;Estádio Flamarion Vasconcelos
roraima;Atlético Roraimense;Caracaraí;1.8275;-61.1375;Estádio Flamarion Vasconcelos
roraima;Baré Esporte Clube;Boa Vista;2.8235;-60.6758;Estádio Flamarion Vasconcelos
roraima;Grêmio Atlético Sampaio;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
roraima;Progresso Futebol Clube;Mucajaí;2.4333;-60.9167;Estádio Flamarion Vasconcelos
roraima;Real Esporte Clube;São Luiz do Anauá;0.8167;-60.2167;Estádio Flamarion Vasconcelos
roraima;River Esporte Clube;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
roraima;Sampaio Esporte Clube;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
roraima;São Raimundo Esporte Clube;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
santa_catarina;Associação Chapecoense de Futebol;Chapecó;-27.1005;-52.6147;Arena Condá
santa_catarina;Associação Porto União;Porto União;-26.2361;-51.0736;Estádio Municipal Antiocho Pereira
santa_catarina;Atlético Batistense;São João Batista;-27.2833;-48.8486;Estádio Municipal Valério Gomes Neto
santa_catarina;Atlético Catarinense;São José;-27.6133;-48.6258;Estádio Orlando Scarpelli
santa_catarina;Avaí Futebol Clube;Florianópolis;-27.5949;-48.5482;Estádio Aderbal Ramos da Silva
santa_catarina;Barra Futebol Clube;Balneário Camboriú;-26.992;-48.632;Estádio Dr. Hercílio Luz
santa_catarina;Blumenau Esporte Clube;Blumenau;-26.9194;-49.0661;Estádio Ervin Blaese
santa_catarina;Brusque Futebol Clube;Brusque;-27.1006;-48.9135;Estádio Augusto Bauer
santa_catarina;Camboriú Futebol Clube;Camboriú;-27.0175;-48.6536;Estádio Roberto Santos Garcia
santa_catarina;Canoinhas Atlético Clube;Canoinhas;-26.1764;-50.3939;Estádio Ditão
santa_catarina;Caravaggio Futebol Clube;Nova Veneza;-28.6275;-49.5036;Estádio da Montanha
santa_catarina;Caçador Atlético Clube;Caçador;-26.7747;-51.0189;Estádio Carlos Alberto da Costa Neves
santa_catarina;Centro Esportivo Recreativo e Cultural Imbituba;Imbituba;-28.2428;-48.671;Estádio Emília Mendes Rodrigues
santa_catarina;Clube Atlético Carlos Renaux;Brusque;-27.1006;-48.9135;Estádio Augusto Bauer
santa_catarina;Clube Atlético Itajaí;Itajaí;-26.9083;-48.6667;Estádio Dr. Hercílio Luz
santa_catarina;Clube Atlético Tubarão;Tubarão;-28.475;-49.0056;Estádio Domingos Silveira Gonzales
santa_catarina;Concórdia Atlético Clube;Concórdia;-27.2378;-52.0255;Estádio Domingos Machado de Lima
santa_catarina;Criciúma Esporte Clube;Criciúma;-28.6775;-49.3713;Estádio Heriberto Hülse
santa_catarina;Esporte Clube Internacional;Lages;-27.8134;-50.3255;Estádio Vidal Ramos Júnior
santa_catarina;Esporte Clube Próspera;Criciúma;-28.6794;-49.3711;Estádio Mário Balsini
santa_catarina;Figueirense Futebol Clube;Florianópolis;-27.5949;-48.5482;Estádio Orlando Scarpelli
santa_catarina;Fluminense Futebol Clube;Joinville;-26.3044;-48.8464;Arena Joinville
santa_catarina;Guarani de Palhoça;Palhoça;-27.646;-48.6704;Estádio Renato Silveira
santa_catarina;Hercílio Luz Futebol Clube;Tubarão;-28.4762;-49.0044;Estádio Aníbal Torres Costa
santa_catarina;Jaraguá;Jaraguá do Sul;-26.4847;-49.075;Estádio João Marcatto
santa_catarina;Joinville;Joinville;-26.3044;-48.8464;Arena Joinville
santa_catarina;Juventus;Jaraguá do Sul;-26.4847;-49.075;Estádio João Marcatto
santa_catarina;Marcílio Dias;Itajaí;-26.9046;-48.6667;Estádio Dr. Hercílio Luz
santa_catarina;Metropolitano;Blumenau;-26.9194;-49.0661;Estádio Monumental do SESI
santa_catarina;Navegantes Esporte Clube;Navegantes;-26.8936;-48.6583;Estádio Municipal Doutor Hercílio Luz
santa_catarina;Nação Esportes;Joinville;-26.3044;-48.8464;Arena Joinville
santa_catarina;Orleans Esporte Clube;Orleans;-28.3556;-49.2936;Estádio Osmundino Matheus
santa_catarina;Pedra Branca Esporte Clube;Palhoça;-27.6461;-48.6714;Estádio Renato Silveira
santa_catarina;Santa Catarina Clube;Rio do Sul;-27.2136;-49.6458;Estádio Alfredo João Krieck
sao_paulo;Amparo Athlético Club;Amparo;-22.7033;-46.7619;Estádio José de Araújo Cintra
sao_paulo;América Futebol Clube;São José do Rio Preto;-20.8122;-49.3772;Estádio Benedito Teixeira
sao_paulo;Andradina Esporte Clube;Andradina;-20.8936;-51.3753;Estádio Evandro Brembatti Calvoso
sao_paulo;Associação Atlética Flamengo;Guarulhos;-23.4538;-46.5332;Estádio Antônio Soares de Oliveira
sao_paulo;Associação Atlética Francana;Franca;-20.5383;-47.4008;Estádio Municipal Doutor José Lancha Filho
sao_paulo;Associação Atlética Internacional;Bebedouro;-20.9514;-48.4794;Estádio Sócrates Stamato
sao_paulo;Associação Atlética Itararé;Itararé;-24.1136;-49.3325;Estádio Vergínio Holtz
sao_paulo;Associação Atlética Ponte Preta;Campinas;-22.9056;-47.0608;Estádio Moisés Lucarelli
sao_paulo;Associação Atlética Portuguesa;Santos;-23.9608;-46.3333;Estádio Ulrico Mursa
sao_paulo;Associação Desportiva Manthiqueira;Guaratinguetá;-22.8133;-45.1917;Estádio Municipal Professor Dario Rodrigues Leite
sao_paulo;Associação Desportiva São Caetano;São Caetano do Sul;-23.6186;-46.5736;Estádio Anacleto Campanella
sao_paulo;Associação Esportiva Santacruzense;Assis;-22.6625;-50.4133;Estádio Municipal Tonicão
sao_paulo;Associação Ferroviária de Esportes;Araraquara;-21.7945;-48.1758;Estádio Doutor Adhemar de Barros
sao_paulo;Associação Portuguesa de Desportos;São Paulo;-23.5505;-46.6333;Estádio Dr. Oswaldo Teixeira Duarte
sao_paulo;Atlético Araçatuba;Araçatuba;-21.2086;-50.4328;Estádio Adhemar de Barros
sao_paulo;Atlético Mogi;Mogi das Cruzes;-23.5228;-46.1883;Estádio Municipal Francisco Ribeiro Nogueira
sao_paulo;Atlético Monte Azul;Monte Azul Paulista;-20.7539;-48.6486;Estádio Municipal Otacília Patrício Arroyo
sao_paulo;Bandeirante Esporte Clube;Birigui;-21.2867;-50.3411;Estádio Municipal Pedro Marin Berbel
sao_paulo;Barcelona Esportivo Capela;São Paulo;-23.5505;-46.6333;Estádio Municipal Giglio Portugal Pichinin
sao_paulo;Barretos Esporte Clube;Barretos;-20.5583;-48.5686;Estádio Municipal Antônio Gomes Martins
sao_paulo;Batatais Futebol Clube;Batatais;-20.8917;-47.5833;Estádio Doutor Oswaldo Scatena
sao_paulo;Botafogo Futebol Clube;Ribeirão Preto;-21.1775;-47.8103;Estádio Santa Cruz
sao_paulo;Brasilis Futebol Clube;Águas de Lindóia;-22.4786;-46.6353;Estádio Leonardo Barbieri
sao_paulo;Capivariano Futebol Clube;Capivari;-23.0017;-47.5056;Arena Capivari
sao_paulo;Catanduva Futebol Clube;Catanduva;-21.1358;-48.9753;Estádio Silvio Salles
sao_paulo;Clube Atlético Juventus;São Paulo;-23.5505;-46.6333;Estádio Conde Rodolfo Crespi
sao_paulo;Clube Atlético Linense;Lins;-21.6733;-49.7431;Estádio Municipal Gilberto Siqueira Lopes
sao_paulo;Clube Atlético Penapolense;Penápolis;-21.4136;-50.0756;Estádio Municipal Tenente Carriço
sao_paulo;Clube Atlético Taquaritinga;Taquaritinga;-21.4333;-48.5083;Estádio Adail Nunes da Silva
sao_paulo;Clube Atlético Votuporanguense;Votuporanga;-20.4236;-49.9775;Arena Plínio Marin
sao_paulo;Colorado Caieiras;Caieiras;-23.3614;-46.7375;Estádio Municipal Carlos Ferracini
sao_paulo;Comercial Futebol Clube;Ribeirão Preto;-21.1775;-47.8103;Estádio Palma Travassos
sao_paulo;Desportivo Brasil;Porto Feliz;-23.2125;-47.5211;Estádio Municipal Dr. Julien Fouque
sao_paulo;Elosport Capão Bonito;Capão Bonito;-24.0033;-48.3475;Estádio Municipal Dr. José Sidney Cunha
sao_paulo;Esporte Clube Lemense;Leme;-22.1858;-47.3917;Estádio Municipal Bruno Lazzarini
sao_paulo;Esporte Clube Noroeste;Bauru;-22.3145;-49.0588;Estádio Dr. Alfredo de Castilho
sao_paulo;Esporte Clube Primavera;Indaiatuba;-23.0925;-47.2103;Estádio Ítalo Mário Limongi
sao_paulo;Esporte Clube Santacruzense;Santa Cruz do Rio Pardo;-22.8967;-49.6314;Estádio Municipal Leônidas Camarinha
sao_paulo;Esporte Clube Santo André;Santo André;-23.6653;-46.5325;Estádio Municipal Bruno José Daniel
sao_paulo;Esporte Clube São Bento;Sorocaba;-23.5017;-47.4544;Estádio Municipal Walter Ribeiro
sao_paulo;Esporte Clube Taubaté;Taubaté;-23.0272;-45.555;Estádio Joaquim de Morais Filho
sao_paulo;Esporte Clube União Suzano;Suzano;-23.5386;-46.3111;Estádio Municipal Francisco Marques Figueira
sao_paulo;Esporte Clube XV de Novembro de Jaú;Jaú;-22.2975;-48.5586;Estádio Zezinho Magalhães
sao_paulo;Esporte Clube XV de Novembro de Piracicaba;Piracicaba;-22.7253;-47.6476;Estádio Barão da Serra Negra
sao_paulo;Esporte Clube Água Santa;Diadema;-23.6858;-46.6219;Estádio Distrital do Jardim Inamar
sao_paulo;Fernandópolis Futebol Clube;Fernandópolis;-20.2819;-50.2586;Estádio Municipal Cláudio Rodante
sao_paulo;Grêmio Esportivo Mauaense;Mauá;-23.6672;-46.4614;Estádio Municipal Pedro Benedetti
sao_paulo;Grêmio Esportivo Osasco;Osasco;-23.5325;-46.7925;Estádio Municipal Prefeito José Liberatti
sao_paulo;Grêmio Novorizontino;Novo Horizonte;-21.4733;-49.2258;Estádio Doutor Jorge Ismael de Biasi
sao_paulo;Grêmio Osasco Audax;Osasco;-23.5325;-46.7925;Estádio Municipal Prefeito José Liberatti
sao_paulo;Grêmio Prudente;Presidente Prudente;-22.1256;-51.3822;Estádio Paulo Constantino
sao_paulo;Grêmio São-Carlense;São Carlos;-22.0175;-47.8861;Estádio Professor Luís Augusto de Oliveira
sao_paulo;Guarani;Campinas;-22.9056;-47.0608;Estádio Brinco de Ouro da Princesa
sao_paulo;Independente de Limeira;Limeira;-22.5603;-47.4033;Estádio Comendador Agostinho Prada
sao_paulo;Ituano Futebol Clube;Itu;-23.2619;-47.2972;Estádio Municipal Dr. Novelli Júnior
sao_paulo;Jabaquara Atlético Clube;Santos;-23.9608;-46.3333;Estádio Espanha
sao_paulo;Marília Atlético Clube;Marília;-22.2239;-49.9456;Estádio Municipal Bento de Abreu Sampaio Vidal
sao_paulo;Mirassol Futebol Clube;Mirassol;-20.8186;-49.4936;Estádio Municipal José Maria de Campos Maia
sao_paulo;Mogi Mirim Esporte Clube;Mogi Mirim;-22.4333;-46.9583;Estádio Vail Chaves
sao_paulo;Nacional Atlético Clube;São Paulo;-23.5505;-46.6333;Estádio Nicolau Alayon
sao_paulo;Oeste Futebol Clube;Barueri;-23.5106;-46.8756;Arena Barueri
sao_paulo;Olímpia Futebol Clube;Olímpia;-20.7386;-48.9136;Estádio Maria Tereza Breda
sao_paulo;Osvaldo Cruz Futebol Clube;Osvaldo Cruz;-21.7967;-50.8667;Estádio Municipal Breno Ribeiro do Val
sao_paulo;Paulista Futebol Clube;Jundiaí;-23.1857;-46.8916;Estádio Municipal Dr. Jayme Cintra
sao_paulo;Red Bull Bragantino;Bragança Paulista;-22.9533;-46.5422;Estádio Nabi Abi Chedid
sao_paulo;Red Bull Bragantino II;Bragança Paulista;-22.9533;-46.5422;Estádio Nabi Abi Chedid
sao_paulo;Red Bull Brasil;Bragança Paulista;-22.9533;-46.5422;Estádio Nabi Abi Chedid
sao_paulo;Rio Branco Esporte Clube;Americana;-22.7419;-47.3333;Estádio Décio Vitta
sao_paulo;Rio Claro Futebol Clube;Rio Claro;-22.4125;-47.5633;Estádio Municipal Dr. Augusto Schmidt Filho
sao_paulo;Rio Preto Esporte Clube;São José do Rio Preto;-20.8122;-49.3772;Estádio Anísio Haddad
sao_paulo;SKA Brasil;Santana de Parnaíba;-23.4458;-46.9186;Estádio Municipal Prefeito Gabriel Marques da Silva
sao_paulo;SPORT ATIBAIA;Atibaia;-23.1153;-46.5503;Estádio Municipal Salvador Russani
sao_paulo;Santos Futebol Clube;Santos;-23.9608;-46.3333;Estádio Urbano Caldeira
sao_paulo;Sertãozinho Futebol Clube;Sertãozinho;-21.1333;-47.9833;Estádio Municipal Frederico Dalmaso
sao_paulo;Sociedade Esportiva Itapirense;Itapira;-22.4358;-46.8217;Estádio Coronel Francisco Vieira
sao_paulo;Sociedade Esportiva Matonense;Matão;-21.6036;-48.3667;Estádio Municipal Dr. Hudson Buck Ferreira
sao_paulo;Sociedade Esportiva Palmeiras;São Paulo;-23.5505;-46.6333;Allianz Parque
sao_paulo;Sport Club Atibaia;Atibaia;-23.1156;-46.5503;Estádio Municipal Salvador Russani
sao_paulo;Sport Club Corinthians Paulista;São Paulo;-23.5505;-46.6333;Neo Química Arena
sao_paulo;São Bernardo Futebol Clube;São Bernardo do Campo;-23.6944;-46.565;Estádio Primeiro de Maio
sao_paulo;São Carlos Futebol Clube;São Carlos;-22.0175;-47.8861;Estádio Municipal Professor Luís Augusto de Oliveira
sao_paulo;São José Esporte Clube;São José dos Campos;-23.1791;-45.8872;Estádio Martins Pereira
sao_paulo;São Paulo Futebol Clube;São Paulo;-23.5505;-46.6333;Estádio Cícero Pompeu de Toledo
sao_paulo;Tanabi Esporte Clube;Tanabi;-20.6133;-49.6533;Estádio Alberto Victolo
sao_paulo;Tupã Futebol Clube;Tupã;-21.9358;-50.5139;Estádio Municipal Alonso Carvalho Braga
