estado;clube;clube_canonical;cidade;latitude;longitude;estadio
parana;CORITIBA B;Coritiba Foot Ball Club;Curitiba;-25.4284;-49.2733;Estádio Major Antônio Couto Pereira
parana;FOZ DO IGUAÇU;Foz do Iguaçu Futebol Clube;Foz do Iguaçu;-25.5477;-54.5882;Estádio do ABC
parana;GALO MARINGÁ;Galo Maringá;Maringá;-23.421;-51.9331;Estádio Regional Willie Davids
parana;GRECAL;Grêmio Esportivo Campo Largo;Campo Largo;-25.4583;-49.3875;Estádio Atílio Gionédis
parana;GRÊMIO MARINGÁ;Grêmio de Esportes Maringá;Maringá;-23.421;-51.9331;Estádio Regional Willie Davids
parana;HOPE INTERNACIONAL;Hope Internacional;Campo Largo;-25.4583;-49.3875;Estádio Atílio Gionédis
parana;IGUAÇU;Associação Atlética Iguaçu;União da Vitória;-26.2333;-51.0833;Estádio Municipal Antiocho Pereira
parana;IRATY;Iraty Sport Club;Irati;-25.475;-50.6583;Estádio Coronel Emílio Gomes
parana;LARANJA MECÂNICA;Sport Club Laranja Mecânica;Arapongas;-23.4139;-51.4264;Estádio Municipal José Chiappin
parana;LEÃO DO VALE - CIANORTE;Cianorte Futebol Clube;Cianorte;-23.6611;-52.6033;Estádio Municipal Olímpico Albino Turbay
parana;LONDRINA;Londrina Esporte Clube;Londrina;-23.3045;-51.1696;Estádio do Café
parana;MARINGÁ;Maringá Futebol Clube;Maringá;-23.421;-51.9331;Estádio Regional Willie Davids
parana;NACIONAL;Nacional Atlético Clube;Rolândia;-23.3086;-51.3786;Estádio Erich George
parana;OESTE BRASIL;Oeste Brasil Futebol Clube;Toledo;-24.7253;-53.7378;Estádio 14 de Dezembro
parana;OPERÁRIO;Operário Ferroviário Esporte Clube;Ponta Grossa;-25.095;-50.1619;Estádio Germano Krüger
parana;OPERÁRIO FERROVIÁRIO;Operário Ferroviário Esporte Clube;Ponta Grossa;-25.095;-50.1619;Estádio Germano Krüger
parana;PARANAVAÍ;Atlético Clube Paranavaí;Paranavaí;-23.0775;-52.4636;Estádio Municipal Doutor Waldemiro Wagner
parana;PARANÁ;Paraná Clube;Curitiba;-25.4296;-49.2719;Estádio Durival Britto e Silva
parana;PATRIOTAS;Patriotas Futebol Clube;Curitiba;-25.4284;-49.2733;Estádio Atílio Gionédis
parana;PORTUGUESA LONDRINENSE;Associação Portuguesa Londrinense;Londrina;-23.3045;-51.1696;Estádio do Café
parana;PRUDENTÓPOLIS;Prudentópolis Futebol Clube;Prudentópolis;-25.2125;-50.9764;Estádio Newton Agibert
parana;PSTC;Paraná Soccer Technical Center;Alvorada do Sul;-22.7833;-51.2333;Estádio Municipal Álvaro Alves
parana;RIO BRANCO;Rio Branco Sport Club;Paranaguá;-25.5167;-48.5167;Estádio Nelson Medrado Dias
parana;RIO BRANCO SPORT CLUB;Rio Branco Sport Club;Paranaguá;-25.5167;-48.5167;Estádio Nelson Medrado Dias
parana;ROLÂNDIA;Rolândia Esporte Clube;Rolândia;-23.3086;-51.3756;Estádio Erich George
parana;SÃO JOSEENSE;Independente São Joseense;São José dos Pinhais;-25.5353;-49.2075;Estádio do Pinhão
parana;SÃOJOSEENSE;Independente São Joseense;São José dos Pinhais;-25.5353;-49.2075;Estádio do Pinhão
parana;TOLEDO;Toledo Esporte Clube;Toledo;-24.7253;-53.7378;Estádio 14 de Dezembro
parana;UNIÃO BELTRÃO;União Francisco Beltrão;Francisco Beltrão;-26.0767;-53.0556;Estádio Anilado
parana;VERÊ;Verê Futebol Clube;Verê;-25.9186;-52.8583;Estádio Vila do Mar
pernambuco;1° DE MAIO;1º de Maio Esporte Clube;Petrolina;-9.3933;-40.5008;Estádio Paulo de Souza Coelho
pernambuco;AFOGADOS;Afogados da Ingazeira Futebol Clube;Afogados da Ingazeira;-7.7547;-37.6367;Estádio Municipal Valdemar Viana de Araújo
pernambuco;AFOGADOS DA INGAZEIRA;Afogados da Ingazeira Futebol Clube;Afogados da Ingazeira;-7.7547;-37.6367;Estádio Municipal Valdemar Viana de Araújo
pernambuco;AMÉRICA;América Futebol Clube;Recife;-8.0543;-34.8813;Estádio Ademir Cunha
pernambuco;ATLÉTICO PERNAMBUCANO;Clube Atlético Pernambucano;Carpina;-7.8517;-35.2442;Estádio Paulo Petribu
pernambuco;BARREIROS;Barreiros Futebol Clube;Barreiros;-8.8239;-35.5139;Estádio Luiz de Albuquerque
pernambuco;BELO JARDIM;Belo Jardim Futebol Clube;Belo Jardim;-8.3386;-36.4136;Estádio José Bezerra de Mendonça
pernambuco;CABENSE;Associação Atlética Cabense;Cabo de Santo Agostinho;-8.2936;-35.0356;Estádio Gileno de Carli
pernambuco;CARUARU CITY;Caruaru City Sport Club;Caruaru;-8.2828;-35.9742;Estádio Luiz José de Lacerda
pernambuco;CENTRAL;Central Sport Club;Caruaru;-8.2828;-35.9742;Estádio Luiz José de Lacerda
pernambuco;CENTRO LIMOEIRENSE;Centro Limoeirense de Futebol;Limoeiro;-7.8753;-35.4536;Estádio José Vareda
pernambuco;CHÃ GRANDE;Chã Grande Futebol Clube;Chã Grande;-8.2486;-35.4636;Estádio Ewerson Simões Barbosa
pernambuco;DECISÃO;Decisão Futebol Clube;Bonito;-8.4797;-35.7275;Estádio Municipal Arthur Tavares de Melo
pernambuco;FERROVIÁRIO DO CABO;Ferroviário Esporte Clube do Cabo;Cabo de Santo Agostinho;-8.2933;-35.0358;Estádio Gileno de Carli
pernambuco;FLAMENGO;Flamengo de Arcoverde;Arcoverde;-8.4211;-37.0586;Estádio Municipal Áureo Bradley
pernambuco;IPOJUCA;Ipojuca Atlético Clube;Ipojuca;-8.3975;-35.0653;Estádio Municipal Nossa Senhora do Ó
pernambuco;JAGUAR;Jaguar Esporte Clube;Jaboatão dos Guararapes;-8.1133;-35.0133;Estádio Jefferson de Freitas
pernambuco;MAGUARY;Associação Atlética Maguary;Bonito;-8.4797;-35.7275;Estádio Municipal Arthur Tavares de Melo
pernambuco;NÁUTICO;Clube Náutico Capibaribe;Recife;-8.0476;-34.877;Estádio Eládio de Barros Carvalho
pernambuco;PESQUEIRA;Pesqueira Futebol Clube;Pesqueira;-8.3586;-36.6953;Estádio Joaquim de Brito
pernambuco;PETROLINA;Petrolina Social Futebol Clube;Petrolina;-9.3932;-40.5072;Estádio Paulo de Souza Coelho
pernambuco;PORTO;Clube Atlético do Porto;Caruaru;-8.285;-35.9747;Estádio Luiz José de Lacerda
pernambuco;RETRÔ;Retrô Futebol Clube Brasil;Camaragibe;-8.0153;-34.9875;Arena de Pernambuco
pernambuco;SALGUEIRO;Salgueiro Atlético Clube;Salgueiro;-8.0753;-39.1214;Estádio Cornélio de Barros
pernambuco;SANTA CRUZ;Santa Cruz Futebol Clube;Recife;-8.05428;-34.8813;Estádio José do Rego Maciel
pernambuco;SANTA FÉ;Santa Fé Futebol Clube;Santa Cruz do Capibaribe;-7.9575;-36.2058;Estádio Municipal Otávio Limeira Alves
pernambuco;SERRANO;Serrano Futebol Clube;Serra Talhada;-7.9886;-38.2986;Estádio Nildo Pereira de Menezes
pernambuco;SETE DE SETEMBRO;Sete de Setembro Esporte Clube;Garanhuns;-8.8917;-36.4919;Estádio Gigante do Agreste
pernambuco;SPORT;Sport Club do Recife;Recife;-8.05428;-34.8813;Estádio Adelmar da Costa Carvalho
pernambuco;TIMBAÚBA;Timbaúba Futebol Clube;Timbaúba;-7.5069;-35.3167;Estádio Municipal Ferreira Lima
pernambuco;TORRES BRASIL;Torres Brasil;Recife;-8.05428;-34.8813;Estádio Ademir Cunha
pernambuco;VERA CRUZ;Vera Cruz Futebol Clube;Vitória de Santo Antão;-8.1225;-35.2953;Estádio Carneirão
pernambuco;VITÓRIA DAS TABOCAS;Associação Desportiva Vitória;Vitória de Santo Antão;-8.1225;-35.2953;Estádio Carneirão
pernambuco;YPIRANGA;Ypiranga Futebol Clube;Santa Cruz do Capibaribe;-7.9575;-36.2053;Estádio Otávio Limeira Alves
pernambuco;ÁGUIA DE CUMARU;Águia de Cumaru;Cumaru;-7.9861;-35.7536;Estádio Municipal de Cumaru
pernambuco;ÍBIS;Íbis Sport Club;Paulista;-7.9436;-34.8731;Estádio Ademir Cunha
piaui;4 DE JULHO;4 de Julho Esporte Clube;Piripiri;-4.2736;-41.7333;Arena Ytacoatiara
piaui;ALTOS;Associação Atlética de Altos;Altos;-5.0261;-42.4597;Estádio Municipal Felipe Raulino
piaui;ATLÉTICO PIAUIENSE;Atlético Piauiense;Teresina;-5.0892;-42.8016;Estádio Governador Alberto Tavares Silva
piaui;CAIÇARA;Caiçara Esporte Clube;Campo Maior;-4.8264;-42.1678;Estádio Deusdeth de Melo
piaui;COMERCIAL;Comercial Atlético Clube;Campo Maior;-4.8264;-42.1678;Estádio Deusdeth de Melo
piaui;CORISABBÁ;Associação Atlética Corisabbá;Floriano;-6.7747;-43.0236;Estádio Tibério Nunes
piaui;FERROVIÁRIO;Ferroviário Atlético Clube;Teresina;-5.08917;-42.80167;Estádio Lindolfo Monteiro
piaui;FLAMENGO;Esporte Clube Flamengo;Teresina;-5.08917;-42.80167;Estádio Lindolfo Monteiro
piaui;FLUMINENSE;Fluminense Esporte Clube;Teresina;-5.08917;-42.80167;Estádio Lindolfo Monteiro
piaui;OEIRENSE;Associação Atlética Oeirense;Oeiras;-7.02139;-42.19167;Estádio Gerson Campos
piaui;PARNAHYBA;Parnahyba Sport Club;Parnaíba;-2.90556;-41.7775;Estádio Municipal Mão Santa
piaui;PIAUÍ;Piauí Esporte Clube;Teresina;-5.08917;-42.80167;Estádio Lindolfo Monteiro
piaui;PICOS;Sociedade Esportiva de Picos;Picos;-7.0769;-41.4697;Estádio Municipal Helvídio Nunes de Barros
piaui;RÍVER;Ríver Atlético Clube;Teresina;-5.0892;-42.8016;Estádio Governador Alberto Tavares Silva
piaui;TERESINA;Teresina Esporte Clube;Teresina;-5.0892;-42.8016;Estádio Governador Alberto Tavares Silva
piaui;TIMON;Esporte Clube Timon;Timon;-5.0764;-42.8333;Estádio Municipal Miguel Lima
piaui;TIRADENTES;Associação Atlética Tiradentes;Teresina;-5.0892;-42.8016;Estádio Governador Alberto Tavares Silva
rio_de_janeiro;7 DE ABRIL;7 de Abril Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Luso-Brasileiro
rio_de_janeiro;AMERICA;America Football Club;Rio de Janeiro;-22.9068;-43.1729;Estádio Giulite Coutinho
rio_de_janeiro;AMERICANO;Americano Futebol Clube;Campos dos Goytacazes;-21.7627;-41.3275;Estádio Ary de Oliveira e Souza
rio_de_janeiro;ANGRA DOS REIS;Angra dos Reis Esporte Clube;Angra dos Reis;-23.0067;-44.3183;Estádio Municipal Jair Carneiro Toscano de Brito
rio_de_janeiro;ARARUAMA;Araruama Futebol Clube;Araruama;-22.8756;-42.3422;Estádio Municipal de Araruama
rio_de_janeiro;ARRAIAL DO CABO;Arraial do Cabo Esporte Clube;Arraial do Cabo;-22.9694;-42.0247;Estádio Hermenegildo Barcelos
rio_de_janeiro;ATLÉTICO CARIOCA;Atlético Carioca;São Gonçalo;-22.8222;-43.0522;Estádio Municipal Alziro de Almeida
rio_de_janeiro;AUDAX RIO;Audax Rio;Saquarema;-22.9247;-42.5075;Estádio Elcyr Resende de Mendonça
rio_de_janeiro;BANGU;Bangu Atlético Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Moça Bonita
rio_de_janeiro;BARCELONA;Barcelona Esporte Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Giulite Coutinho
rio_de_janeiro;BARRA DA TIJUCA;Sociedade Esportiva Barra da Tijuca;Rio de Janeiro;-22.9068;-43.1729;Estádio Moça Bonita
rio_de_janeiro;BARRA MANSA;Barra Mansa Futebol Clube;Barra Mansa;-22.5417;-44.1736;Estádio Leão do Sul
rio_de_janeiro;BELA VISTA;Bela Vista Futebol Clube;São Gonçalo;-22.8214;-43.0511;Estádio Alzirão
rio_de_janeiro;BELFORD ROXO;Sociedade Esportiva Belford Roxo;Belford Roxo;-22.7614;-43.4039;Estádio Nélio Gomes
rio_de_janeiro;BOAVISTA;Boavista Sport Club;Saquarema;-22.9247;-42.5086;Estádio Elcyr Resende de Mendonça
rio_de_janeiro;BONSUCESSO;Bonsucesso Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Leônidas da Silva
rio_de_janeiro;BOTAFOGO;Botafogo de Futebol e Regatas;Rio de Janeiro;-22.9068;-43.1729;Estádio Nilton Santos
rio_de_janeiro;BRASILEIRINHO;Brasileirinho Clube de Futebol;Rio de Janeiro;-22.9068;-43.1729;
rio_de_janeiro;BRÉSCIA;Bréscia Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;
rio_de_janeiro;BÚZIOS;Sociedade Esportiva Búzios;Armação dos Búzios;-22.7475;-41.8833;Estádio Municipal de Búzios
rio_de_janeiro;CAAC BRASIL;Centro de Aprendizado e Apoio ao Craque Brasil;Rio de Janeiro;-22.9068;-43.1729;Estádio Joaquim Flores
rio_de_janeiro;CABOFRIENSE;Associação Desportiva Cabofriense;Cabo Frio;-22.8814;-42.025;Estádio Alair Corrêa
rio_de_janeiro;CAMPO GRANDE;Campo Grande Atlético Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Ítalo del Cima
rio_de_janeiro;CAMPOS;Campos Associação Atlética;Campos dos Goytacazes;-21.7627;-41.3275;Estádio Ary de Oliveira e Souza
rio_de_janeiro;CARAPEBUS;Carapebus Esporte Clube;Carapebus;-22.1853;-41.6336;Estádio Antônio Carneiro da Silva
rio_de_janeiro;CASIMIRO DE ABREU;Casimiro de Abreu Esporte Clube;Casimiro de Abreu;-22.4736;-42.2058;Estádio Gonçalo Ferreira
rio_de_janeiro;CERES;Ceres Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio João Francisco dos Santos
rio_de_janeiro;DUQUE CAXIENSE;Duque Caxiense Futebol Clube;Duque de Caxias;-22.7833;-43.3167;Estádio Marrentão
rio_de_janeiro;DUQUE DE CAXIAS;Esporte Clube Duque de Caxias;Duque de Caxias;-22.7833;-43.3167;Estádio Marrentão
rio_de_janeiro;FLAMENGO;Clube de Regatas do Flamengo;Rio de Janeiro;-22.9068;-43.1729;Estádio do Maracanã
rio_de_janeiro;FLUMINENSE;Fluminense Football Club;Rio de Janeiro;-22.9068;-43.1729;Estádio do Maracanã
rio_de_janeiro;FRIBURGUENSE;Friburguense Atlético Clube;Nova Friburgo;-22.2823;-42.5325;Estádio Eduardo Guinle
rio_de_janeiro;GONÇALENSE;Petrópolis Futebol Clube;São Gonçalo;-22.8214;-43.0503;Estádio Atílio Marotti
rio_de_janeiro;GOYTACAZ;Goytacaz Futebol Clube;Campos dos Goytacazes;-21.7627;-41.3275;Estádio Ary de Oliveira e Souza
rio_de_janeiro;IMPÉRIO SERRANO;Império Serrano;Rio de Janeiro;-22.9068;-43.1729;
rio_de_janeiro;INDEPENDENTE;Independente Esporte Clube;Macaé;-22.375;-41.785;Estádio Cláudio Moacyr de Azevedo
rio_de_janeiro;ITABORAÍ PROFUTE;Itaboraí Profute Futebol Clube;Itaboraí;-22.7475;-42.8553;Estádio Municipal Alziro de Almeida
rio_de_janeiro;JUVENTUS;Juventus Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Luso-Brasileiro
rio_de_janeiro;MACAÉ;Macaé Esporte Futebol Clube;Macaé;-22.3756;-41.7833;Estádio Cláudio Moacyr de Azevedo
rio_de_janeiro;MADUREIRA;Madureira Esporte Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Aniceto Moscoso
rio_de_janeiro;MAGEENSE;Mageense Futebol Clube;Magé;-22.6536;-43.0433;Estádio Municipal de Magé
rio_de_janeiro;MARICÁ;Maricá Futebol Clube;Maricá;-22.9225;-42.8186;Estádio Municipal João Saldanha
rio_de_janeiro;MESQUITA;Mesquita Futebol Clube;Mesquita;-22.7811;-43.4358;Estádio Giulite Coutinho
rio_de_janeiro;NITEROIENSE;Niterói Futebol Clube;Niterói;-22.8833;-43.1036;Estádio Municipal de Niterói
rio_de_janeiro;NOVA CIDADE;Nova Cidade Futebol Clube;Nilópolis;-22.8075;-43.4111;Estádio Joaquim Flores
rio_de_janeiro;NOVA IGUAÇU;Nova Iguaçu Futebol Clube;Nova Iguaçu;-22.7553;-43.4508;Estádio Jânio Moraes
rio_de_janeiro;OLARIA;Olaria Atlético Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Mourão Filho
rio_de_janeiro;PADUANO;Paduano Esporte Clube;Santo Antônio de Pádua;-21.5375;-42.1833;Estádio Waldo Carneiro Xavier
rio_de_janeiro;PARATY;Paraty Esporte Clube;Paraty;-23.2203;-44.7131;Estádio Municipal de Paraty
rio_de_janeiro;PARAÍBA DO SUL;Paraíba do Sul Futebol Clube;Paraíba do Sul;-22.1583;-43.2936;Estádio Marcelo Crivella
rio_de_janeiro;PETRÓPOLIS;Petrópolis Futebol Clube;Petrópolis;-22.505;-43.1789;Estádio Atílio Marotti
rio_de_janeiro;PORTUGUESA;Associação Atlética Portuguesa;Rio de Janeiro;-22.9068;-43.1729;Estádio Luso-Brasileiro
rio_de_janeiro;PÉROLAS NEGRAS;Academia Pérolas Negras;Piraí;-22.6335;-43.9046;
rio_de_janeiro;QUEIMADOS;Queimados Futebol Clube;Queimados;-22.7167;-43.5556;Estádio Nivaldo Pereira
rio_de_janeiro;RESENDE;Resende Futebol Clube;Resende;-22.4683;-44.4517;Estádio do Trabalhador
rio_de_janeiro;RIO DE JANEIRO;Rio de Janeiro Esporte Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Giulite Coutinho
rio_de_janeiro;RIO SÃO PAULO;Rio São Paulo Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Eduardo Guinle
rio_de_janeiro;RIOSTRENSE;Associação Esportiva Riostrense;Rio das Ostras;-22.5225;-41.9436;Estádio Municipal Julieta Carvalho Viana
rio_de_janeiro;SAMPAIO CORRÊA;Sampaio Corrêa Futebol e Esporte;Saquarema;-22.9244;-42.5075;Estádio Elcyr Resende de Mendonça
rio_de_janeiro;SANTA CRUZ;Santa Cruz Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Giulite Coutinho
rio_de_janeiro;SERRA MACAENSE;Serra Macaense Futebol Clube;Macaé;-22.3756;-41.7833;Estádio Cláudio Moacyr de Azevedo
rio_de_janeiro;SERRANO;Serrano Football Club;Petrópolis;-22.505;-43.1789;Estádio Atílio Marotti
rio_de_janeiro;SÃO CRISTÓVÃO;São Cristóvão de Futebol e Regatas;Rio de Janeiro;-22.9068;-43.1729;Estádio Figueira de Melo
rio_de_janeiro;SÃO GONÇALO;São Gonçalo Esporte Clube;São Gonçalo;-22.8222;-43.0533;Estádio Municipal Alziro de Almeida
rio_de_janeiro;SÃO JOSÉ DE ITAPERUNA;São José Esporte Clube;Itaperuna;-21.2058;-41.8886;Estádio Jair Bittencourt
rio_de_janeiro;TIGRES DO BRASIL;Esporte Clube Tigres do Brasil;Duque de Caxias;-22.7833;-43.3111;Estádio Los Larios
rio_de_janeiro;UNI SOUZA;Uni Souza Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Moça Bonita
rio_de_janeiro;UNIVASSOURAS ARTSUL;Artsul Futebol Clube;Nova Iguaçu;-22.755;-43.453;Estádio Nivaldo Pereira
rio_de_janeiro;UNIÃO CENTRAL;UNIÃO CENTRAL;Rio de Janeiro;-22.9068;-43.1729;Estádio Luso-Brasileiro
rio_de_janeiro;VASCO;Club de Regatas Vasco da Gama;Rio de Janeiro;-22.9068;-43.1729;Estádio São Januário
rio_de_janeiro;VASCO DA GAMA;Club de Regatas Vasco da Gama;Rio de Janeiro;-22.9068;-43.1729;Estádio São Januário
rio_de_janeiro;VERA CRUZ;Vera Cruz Futebol Clube;Duque de Caxias;-22.7833;-43.3167;Estádio Marrentão
rio_de_janeiro;VOLTA REDONDA;Volta Redonda Futebol Clube;Volta Redonda;-22.5181;-44.1014;Estádio Raulino de Oliveira
rio_de_janeiro;ZINZA;Zinza Futebol Clube;Rio de Janeiro;-22.9068;-43.1729;Estádio Luso-Brasileiro
rio_grande_do_norte;ABC;ABC Futebol Clube;Natal;-5.7945;-35.211;Estádio Maria Lamas Farache
rio_grande_do_norte;ALECRIM;Alecrim Futebol Clube;Natal;-5.7945;-35.211;Arena das Dunas
rio_grande_do_norte;AMÉRICA;América Futebol Clube;Natal;-5.7945;-35.211;Arena das Dunas
rio_grande_do_norte;ASSU;Associação Sportiva Sociedade Unida;Assu;-5.5814;-36.9133;Estádio Edgarzão
rio_grande_do_norte;BARAÚNAS;Associação Cultural e Desportiva Baraúnas;Mossoró;-5.1875;-37.3442;Estádio Leonardo Nogueira
rio_grande_do_norte;FORÇA E LUZ;Força e Luz;Natal;-5.79448;-35.211;Arena das Dunas
rio_grande_do_norte;GLOBO;Globo;Ceará-Mirim;-5.63583;-35.4236;Barretão
rio_grande_do_norte;LAGUNA;Laguna;Natal;-5.79448;-35.211;Arena das Dunas
rio_grande_do_norte;MOSSORÓ;Mossoró;Mossoró;-5.1875;-37.3442;Estádio Nogueirão
rio_grande_do_norte;PALMEIRA DE GOIANINHA;Palmeira de Goianinha;Goianinha;-6.26667;-35.2083;Estádio Nazarenão
rio_grande_do_norte;PARNAMIRIM;Parnamirim;Parnamirim;-5.91083;-35.2608;Estádio Tenente Luiz Gonzaga
rio_grande_do_norte;POTENGI;Potyguar de Currais Novos;Natal;-5.79448;-35.211;Estádio Juvenal Lamartine
rio_grande_do_norte;POTIGUAR;Associação Cultural e Desportiva Potiguar;Mossoró;-5.18833;-37.3478;Estádio Nogueirão
rio_grande_do_norte;POTYGUAR SERIDOENSE;Potyguar Seridoense;Currais Novos;-6.2575;-36.5136;Estádio Coronel José Bezerra
rio_grande_do_norte;QFC;QFC;Natal;-5.79448;-35.211;Arena das Dunas
rio_grande_do_norte;RIACHUELO;Riachuelo Atlético Clube;Riachuelo;-5.8256;-35.8256;Estádio Municipal de Riachuelo
rio_grande_do_norte;RIO GRANDE;Sport Club Rio Grande;Natal;-5.79448;-35.211;Estádio Juvenal Lamartine
rio_grande_do_norte;SANTA CRUZ DE NATAL;Santa Cruz de Natal;Natal;-5.79448;-35.211;Arena das Dunas
rio_grande_do_norte;UNIVAP APODI;Univap Apodi;Apodi;-5.6625;-37.7975;Estádio Antônio Lopes Filho
rio_grande_do_norte;VISÃO CELESTE;Visão Celeste;Parnamirim;-5.9108;-35.2633;Estádio Tenente Luiz Gonzaga
rio_grande_do_sul;12 HORAS;12 Horas;Porto Alegre;-30.0346;-51.2177;Estádio Passo d'Areia
rio_grande_do_sul;AIMORÉ;Aimoré;São Leopoldo;-29.7573;-51.1467;Estádio Cristo Rei
rio_grande_do_sul;APAFUT;Apafut;Caxias do Sul;-29.1678;-51.1794;Estádio Centenário
rio_grande_do_sul;ATLÉTICO;Atlético de Carazinho;Carazinho;-28.2464;-52.7853;Estádio Paulo Coutinho
rio_grande_do_sul;AVENIDA;Esporte Clube Avenida;Santa Cruz do Sul;-29.7175;-52.4353;Estádio dos Eucaliptos
rio_grande_do_sul;BAGÉ;Grêmio Esportivo Bagé;Bagé;-31.3317;-54.1068;Estádio Pedra Moura
rio_grande_do_sul;BRASIL;Grêmio Esportivo Brasil;Pelotas;-31.7654;-52.3376;Estádio Bento Freitas
rio_grande_do_sul;BRASIL DE FARROUPILHA;Sociedade Esportiva e Recreativa Brasil;Farroupilha;-29.2286;-51.3536;Estádio das Castanheiras
rio_grande_do_sul;CAXIAS;Sociedade Esportiva e Recreativa Caxias do Sul;Caxias do Sul;-29.1678;-51.1794;Estádio Centenário
rio_grande_do_sul;CLUBE 1992;Clube 1992;Cachoeirinha;-29.9514;-51.0925;Arena Cruzeiro
rio_grande_do_sul;CRUZEIRO;Esporte Clube Cruzeiro;Cachoeirinha;-29.9514;-51.0925;Arena Cruzeiro
rio_grande_do_sul;ELITE CD;Elite Clube Desportivo;Santo Ângelo;-28.3015;-54.2636;Estádio Zona Sul
rio_grande_do_sul;ESPORTIVO;Clube Esportivo de Bento Gonçalves;Bento Gonçalves;-29.1673;-51.5133;Estádio Montanha dos Vinhedos
rio_grande_do_sul;FARROUPILHA;Grêmio Atlético Farroupilha;Pelotas;-31.7654;-52.3376;Estádio Nicolau Fico
rio_grande_do_sul;FUTEBOL COM VIDA;Futebol Com Vida SAF;Viamão;-30.0817;-51.0256;Estádio Antônio Vieira Ramos
rio_grande_do_sul;GARIBALDI;Garibaldi Esporte Clube;Garibaldi;-29.2553;-51.5336;Estádio Alcides Santa Rosa
rio_grande_do_sul;GAÚCHO;Sport Club Gaúcho;Passo Fundo;-28.2628;-52.4076;Arena BSBios
rio_grande_do_sul;GE BRASIL;Grêmio Esportivo Brasil;Pelotas;-31.7654;-52.3376;Estádio Bento Freitas
rio_grande_do_sul;GLÓRIA;Grêmio Esportivo Glória;Vacaria;-28.5086;-50.9356;Estádio Altos da Glória
rio_grande_do_sul;GRAMADENSE;Esporte Clube Gramadense;Gramado;-29.3758;-50.8766;Estádio Vila Olímpica
rio_grande_do_sul;GRÊMIO;Grêmio Foot-Ball Porto Alegrense;Porto Alegre;-30.0346;-51.2177;Arena do Grêmio
rio_grande_do_sul;GRÊMIO B;Grêmio Foot-Ball Porto Alegrense;Porto Alegre;-30.0346;-51.2177;Arena do Grêmio
rio_grande_do_sul;GRÊMIO S23;Grêmio Foot-Ball Porto Alegrense;Porto Alegre;-30.0346;-51.2177;Arena do Grêmio
rio_grande_do_sul;GUARANI V. AIRES;Esporte Clube Guarani;Venâncio Aires;-29.6083;-52.1817;Estádio Edmundo Feix
rio_grande_do_sul;GUARANY;Esporte Clube Guarany;Bagé;-31.3308;-54.1072;Estádio Estrela D'Alva
rio_grande_do_sul;GUARANY DE BAGÉ;Esporte Clube Guarany;Bagé;-31.3308;-54.1072;Estádio Estrela D'Alva
rio_grande_do_sul;IGREJINHA;Esporte Clube Igrejinha;Igrejinha;-29.5714;-50.7936;Estádio Alberto Carlos Schwingel
rio_grande_do_sul;INTER SM;Inter de Santa Maria;Santa Maria;-29.6842;-53.8069;Estádio Presidente Vargas
rio_grande_do_sul;INTERNACIONAL;Sport Club Internacional;Porto Alegre;-30.0346;-51.2177;Estádio Beira-Rio
rio_grande_do_sul;INTERNACIONAL B;Sport Club Internacional;Porto Alegre;-30.0346;-51.2177;Estádio Beira-Rio
rio_grande_do_sul;JUVENTUDE;Esporte Clube Juventude;Caxias do Sul;-29.1678;-51.1784;Estádio Alfredo Jaconi
rio_grande_do_sul;JUVENTUDE B;Esporte Clube Juventude;Caxias do Sul;-29.1678;-51.1784;Estádio Alfredo Jaconi
rio_grande_do_sul;LAJEADENSE;Clube Esportivo Lajeadense;Lajeado;-29.4673;-51.9711;Arena Alviazul
rio_grande_do_sul;MARAU;Sport Club Marau;Marau;-28.4489;-52.1917;Estádio Carlos Renato Bebber
rio_grande_do_sul;MONSOON;Monsoon Futebol Clube;Capão da Canoa;-29.7577;-50.0184;Estádio Francisco Novelletto
rio_grande_do_sul;NOVA PRATA;Associação Nova Prata de Esportes;Nova Prata;-28.7811;-51.6089;Estádio Municipal Mario Cini
rio_grande_do_sul;NOVO HAMBURGO;Esporte Clube Novo Hamburgo;Novo Hamburgo;-29.6844;-51.1325;Estádio do Vale
rio_grande_do_sul;NOVO HORIZONTE;Novo Horizonte Futebol Clube;Esteio;-29.8575;-51.1783;Estádio Municipal José Cláudio dos Santos
rio_grande_do_sul;PASSO FUNDO;Esporte Clube Passo Fundo;Passo Fundo;-28.2628;-52.4076;Estádio Vermelhão da Serra
rio_grande_do_sul;PELOTAS;Esporte Clube Pelotas;Pelotas;-31.7654;-52.3376;Estádio Boca do Lobo
